subject,predicate,object
kwgl-ont:Place,kwgl-ont:numberOfTornadoesImpactingPlace2021,xsd:nonNegativeInteger
kwgl-ont:Place,kwgl-ont:numberOfTornadoesImpactingPlace2022,xsd:nonNegativeInteger
kwgl-ont:Place,kwgl-ont:percentBelowPovertyLine,xsd:nonNegativeInteger
kwgl-ont:Place,kwgl-ont:percentDiabetic,xsd:nonNegativeInteger
kwgl-ont:Place,kwgl-ont:percentObese,xsd:nonNegativeInteger
kwgl-ont:Place,kwgl-ont:sfContains,kwgl-ont:Place
kwgl-ont:Place,kwgl-ont:sfIntersects,kwgl-ont:Place
kwgl-ont:Place,kwgl-ont:sfOverlaps,kwgl-ont:Place
kwgl-ont:Place,kwgl-ont:sfTouches,kwgl-ont:Place
kwgl-ont:Place,kwgl-ont:sfWithin,kwgl-ont:Place
kwgl-ont:PlaceType,rdf:type,owl:Class
kwgl-ont:Tornado,rdf:type,owl:Class
kwgl-ont:Tornado,rdfs:subClassOf,kwgl-ont:HazardEvent
kwgl-ont:affectedAreaInAcres,rdf:type,owl:DatatypeProperty
kwgl-ont:averageCoolingDegreeDaysPerMonth,rdf:type,owl:DatatypeProperty
kwgl-ont:averageCoolingDegreeDaysPerMonthApr2021,rdf:type,owl:DatatypeProperty
kwgl-ont:averageCoolingDegreeDaysPerMonthApr2021,rdfs:subPropertyOf,kwgl-ont:averageCoolingDegreeDaysPerMonth
kwgl-ont:averageCoolingDegreeDaysPerMonthAug2021,rdf:type,owl:DatatypeProperty
kwgl-ont:averageCoolingDegreeDaysPerMonthAug2021,rdfs:subPropertyOf,kwgl-ont:averageCoolingDegreeDaysPerMonth
kwgl-ont:averageCoolingDegreeDaysPerMonthDec2021,rdf:type,owl:DatatypeProperty
kwgl-ont:averageCoolingDegreeDaysPerMonthDec2021,rdfs:subPropertyOf,kwgl-ont:averageCoolingDegreeDaysPerMonth
kwgl-ont:averageCoolingDegreeDaysPerMonthFeb2021,rdf:type,owl:DatatypeProperty
kwgl-ont:averageCoolingDegreeDaysPerMonthFeb2021,rdfs:subPropertyOf,kwgl-ont:averageCoolingDegreeDaysPerMonth
kwgl-ont:averageCoolingDegreeDaysPerMonthJan2021,rdf:type,owl:DatatypeProperty
kwgl-ont:averageCoolingDegreeDaysPerMonthJan2021,rdfs:subPropertyOf,kwgl-ont:averageCoolingDegreeDaysPerMonth
kwgl-ont:averageCoolingDegreeDaysPerMonthJul2021,rdf:type,owl:DatatypeProperty
kwgl-ont:averageCoolingDegreeDaysPerMonthJul2021,rdfs:subPropertyOf,kwgl-ont:averageCoolingDegreeDaysPerMonth
kwgl-ont:averageCoolingDegreeDaysPerMonthJun2021,rdf:type,owl:DatatypeProperty
